Date,Amount,Category
2021-04-17,244.62,Groceries
2021-04-18,206.43,Healthcare
2021-04-18,1007.82,Rent
2021-04-18,146.05,Groceries
2021-04-18,479.98,Utilities
2021-04-18,549.68,Investment Return
2021-04-18,279.38,Transport
2021-04-18,2010.67,Salary
2021-04-19,379.71,Healthcare
2021-04-19,228.06,Healthcare
2021-04-19,142.56,Shopping
2021-04-19,249.01,Groceries
2021-04-20,287.74,Transport
2021-04-20,43.54,Transport
2021-04-20,138.22,Utilities
2021-04-20,947.44,Rent
2021-04-20,417.88,Freelance
2021-04-21,460.09,Healthcare
2021-04-21,183.25,Entertainment
2021-04-21,23.44,Shopping
2021-04-21,46.66,Healthcare
2021-04-21,196.25,Groceries
2021-04-21,183.93,Groceries
2021-04-22,230.63,Entertainment
2021-04-22,435.48,Transport
2021-04-22,345.18,Education
2021-04-22,2157.99,Salary
2021-04-22,261.33,Entertainment
2021-04-22,1999.71,Salary
2021-04-22,1018.19,Rent
2021-04-23,178.66,Groceries
2021-04-23,2099.07,Salary
2021-04-23,471.2,Entertainment
2021-04-24,163.2,Education
2021-04-24,561.04,Freelance
2021-04-24,251.6,Groceries
2021-04-25,485.48,Healthcare
2021-04-25,243.95,Shopping
2021-04-25,2091.0,Salary
2021-04-26,202.36,Utilities
2021-04-26,465.24,Entertainment
2021-04-26,141.75,Entertainment
2021-04-26,230.84,Groceries
2021-04-26,229.64,Healthcare
2021-04-26,466.68,Education
2021-04-26,603.38,Investment Return
2021-04-27,301.74,Utilities
2021-04-27,198.34,Transport
2021-04-27,976.22,Rent
2021-04-27,535.49,Investment Return
2021-04-27,323.64,Shopping
2021-04-27,258.61,Shopping
2021-04-27,591.55,Freelance
2021-04-27,1030.92,Rent
2021-04-27,309.12,Utilities
2021-04-28,425.97,Healthcare
2021-04-28,68.5,Utilities
2021-04-28,242.28,Entertainment
2021-04-28,319.53,Utilities
2021-04-29,474.68,Investment Return
2021-04-29,80.75,Healthcare
2021-04-29,243.42,Education
2021-04-29,179.74,Shopping
2021-04-29,560.88,Investment Return
2021-04-29,353.35,Education
2021-04-29,238.82,Healthcare
2021-04-29,1119.04,Rent
2021-04-29,427.89,Entertainment
2021-04-29,194.12,Healthcare
2021-04-29,367.16,Healthcare
2021-04-30,423.3,Entertainment
2021-04-30,1006.68,Rent
2021-04-30,145.12,Transport
2021-04-30,1002.3,Rent
2021-04-30,486.54,Freelance
2021-05-01,256.92,Transport
2021-05-01,445.75,Transport
2021-05-01,527.76,Investment Return
2021-05-01,1020.32,Rent
2021-05-01,333.54,Shopping
2021-05-02,1007.71,Rent
2021-05-02,278.94,Utilities
2021-05-02,428.17,Investment Return
2021-05-02,100.12,Transport
2021-05-02,307.58,Education
2021-05-03,2116.73,Salary
2021-05-03,64.12,Shopping
2021-05-03,250.51,Groceries
2021-05-03,257.97,Entertainment
2021-05-03,194.17,Education
2021-05-03,1060.99,Rent
2021-05-04,608.91,Investment Return
2021-05-04,484.74,Freelance
2021-05-04,660.29,Investment Return
2021-05-04,189.58,Education
2021-05-04,255.76,Shopping
2021-05-04,100.34,Healthcare
2021-05-04,390.43,Healthcare
2021-05-04,371.58,Shopping
2021-05-04,366.39,Healthcare
2021-05-05,104.29,Shopping
2021-05-05,150.27,Healthcare
2021-05-05,2162.49,Salary
2021-05-06,1045.69,Rent
2021-05-06,260.1,Healthcare
2021-05-06,58.58,Healthcare
2021-05-06,444.82,Shopping
2021-05-06,489.32,Healthcare
2021-05-06,357.73,Education
2021-05-06,374.53,Utilities
2021-05-06,2069.74,Salary
2021-05-06,429.48,Freelance
2021-05-06,214.63,Groceries
2021-05-07,425.86,Freelance
2021-05-07,173.48,Healthcare
2021-05-07,546.58,Investment Return
2021-05-08,380.03,Shopping
2021-05-08,207.48,Groceries
2021-05-08,1116.26,Rent
2021-05-08,419.09,Healthcare
2021-05-08,377.96,Healthcare
2021-05-08,966.67,Rent
2021-05-09,278.38,Shopping
2021-05-09,1019.2,Rent
2021-05-09,513.04,Investment Return
2021-05-09,1975.43,Salary
2021-05-09,206.1,Entertainment
2021-05-10,212.83,Groceries
2021-05-10,380.24,Utilities
2021-05-10,367.49,Healthcare
2021-05-10,2039.93,Salary
2021-05-10,370.18,Shopping
2021-05-11,249.53,Entertainment
2021-05-11,1962.61,Salary
2021-05-11,933.61,Rent
2021-05-11,1990.1,Salary
2021-05-11,2148.32,Salary
2021-05-11,1087.26,Rent
2021-05-12,51.67,Transport
2021-05-12,2117.31,Salary
2021-05-12,49.49,Healthcare
2021-05-12,471.24,Transport
2021-05-12,323.87,Entertainment
2021-05-12,186.11,Entertainment
2021-05-13,477.93,Shopping
2021-05-13,430.86,Utilities
2021-05-13,169.69,Healthcare
2021-05-14,414.65,Freelance
2021-05-14,232.26,Groceries
2021-05-14,1027.12,Rent
2021-05-14,199.3,Education
2021-05-14,327.52,Education
2021-05-14,326.11,Education
2021-05-14,266.65,Education
2021-05-14,1065.83,Rent
2021-05-14,657.38,Investment Return
2021-05-15,93.89,Shopping
2021-05-15,334.4,Education
2021-05-15,1893.48,Salary
2021-05-16,293.67,Shopping
2021-05-16,587.18,Investment Return
2021-05-16,310.71,Shopping
2021-05-17,278.27,Entertainment
2021-05-17,98.93,Transport
2021-05-17,2261.05,Salary
2021-05-18,475.57,Entertainment
2021-05-18,423.21,Freelance
2021-05-18,162.84,Entertainment
2021-05-18,437.48,Healthcare
2021-05-18,28.89,Transport
2021-05-19,281.62,Shopping
2021-05-19,40.12,Shopping
2021-05-19,80.4,Transport
2021-05-19,413.07,Healthcare
2021-05-20,24.43,Shopping
2021-05-20,398.56,Shopping
2021-05-20,482.24,Investment Return
2021-05-21,173.2,Shopping
2021-05-21,410.06,Transport
2021-05-21,142.64,Groceries
2021-05-21,957.29,Rent
2021-05-21,21.74,Education
2021-05-21,491.82,Healthcare
2021-05-21,289.83,Entertainment
2021-05-21,1038.74,Rent
2021-05-21,480.95,Shopping
2021-05-22,178.86,Education
2021-05-22,85.88,Utilities
2021-05-22,414.5,Shopping
2021-05-22,1087.16,Rent
2021-05-23,11.02,Shopping
2021-05-23,986.07,Rent
2021-05-23,98.47,Healthcare
2021-05-23,581.81,Investment Return
2021-05-23,290.32,Transport
2021-05-24,175.83,Groceries
2021-05-24,202.47,Healthcare
2021-05-24,556.08,Freelance
2021-05-24,432.55,Investment Return
2021-05-25,497.32,Utilities
2021-05-25,282.37,Education
2021-05-25,167.14,Education
2021-05-25,357.41,Transport
2021-05-25,223.78,Entertainment
2021-05-25,916.85,Rent
2021-05-26,191.12,Groceries
2021-05-26,575.89,Freelance
2021-05-26,481.79,Freelance
2021-05-26,195.34,Groceries
2021-05-26,245.86,Transport
2021-05-26,980.08,Rent
2021-05-26,187.66,Healthcare
2021-05-26,75.12,Education
2021-05-26,81.36,Shopping
2021-05-27,1862.37,Salary
2021-05-27,164.73,Education
2021-05-27,961.19,Rent
2021-05-28,299.96,Healthcare
2021-05-28,377.36,Healthcare
2021-05-28,230.34,Groceries
2021-05-28,33.07,Shopping
2021-05-28,257.99,Education
2021-05-29,486.16,Entertainment
2021-05-29,57.15,Transport
2021-05-29,261.2,Groceries
2021-05-29,267.2,Education
2021-05-29,194.96,Shopping
2021-05-30,130.29,Shopping
2021-05-30,18.13,Shopping
2021-05-30,371.03,Investment Return
2021-05-30,183.54,Utilities
2021-05-30,484.49,Entertainment
2021-05-31,481.54,Education
2021-05-31,239.71,Entertainment
2021-05-31,174.85,Transport
2021-05-31,63.5,Entertainment
2021-06-01,161.04,Healthcare
2021-06-01,2119.05,Salary
2021-06-01,220.4,Healthcare
2021-06-01,220.95,Entertainment
2021-06-01,52.56,Transport
2021-06-01,195.81,Transport
2021-06-01,1922.12,Salary
2021-06-01,1853.34,Salary
2021-06-01,992.93,Rent
2021-06-02,1891.08,Salary
2021-06-02,263.56,Education
2021-06-02,497.3,Healthcare
2021-06-02,199.53,Groceries
2021-06-02,441.51,Education
2021-06-03,1074.38,Rent
2021-06-03,279.38,Education
2021-06-03,521.97,Investment Return
2021-06-04,212.26,Groceries
2021-06-04,1010.15,Rent
2021-06-04,979.5,Rent
2021-06-04,145.85,Groceries
2021-06-04,133.64,Shopping
2021-06-04,297.45,Transport
2021-06-04,1108.67,Rent
2021-06-05,58.85,Shopping
2021-06-05,325.63,Shopping
2021-06-05,268.64,Utilities
2021-06-05,267.74,Healthcare
2021-06-05,235.77,Entertainment
2021-06-05,198.09,Utilities
2021-06-05,241.05,Groceries
2021-06-05,564.66,Freelance
2021-06-05,88.09,Transport
2021-06-06,318.04,Healthcare
2021-06-06,81.79,Shopping
2021-06-06,1926.37,Salary
2021-06-06,491.02,Healthcare
2021-06-06,293.66,Entertainment
2021-06-06,48.65,Shopping
2021-06-06,937.86,Rent
2021-06-06,402.19,Transport
2021-06-06,197.08,Entertainment
2021-06-06,243.99,Groceries
2021-06-07,345.11,Entertainment
2021-06-07,282.28,Entertainment
2021-06-07,206.25,Groceries
2021-06-07,26.48,Shopping
2021-06-08,286.83,Groceries
2021-06-08,553.67,Investment Return
2021-06-08,164.8,Utilities
2021-06-08,406.21,Utilities
2021-06-08,430.79,Healthcare
2021-06-09,235.65,Groceries
2021-06-09,369.65,Investment Return
2021-06-09,368.37,Entertainment
2021-06-09,378.59,Transport
2021-06-09,571.61,Investment Return
2021-06-09,57.59,Utilities
2021-06-09,464.19,Healthcare
2021-06-10,360.23,Healthcare
2021-06-10,352.08,Utilities
2021-06-10,127.01,Utilities
2021-06-10,410.12,Shopping
2021-06-10,315.91,Transport
2021-06-11,414.41,Education
2021-06-11,439.93,Shopping
2021-06-11,148.72,Groceries
2021-06-11,611.13,Investment Return
2021-06-11,262.77,Transport
2021-06-12,157.47,Utilities
2021-06-12,1075.66,Rent
2021-06-12,224.45,Healthcare
2021-06-12,259.06,Groceries
2021-06-12,124.96,Education
2021-06-12,1959.9,Salary
2021-06-12,143.13,Transport
2021-06-12,637.02,Freelance
2021-06-12,73.98,Healthcare
2021-06-12,247.95,Shopping
2021-06-12,408.86,Entertainment
2021-06-13,127.4,Shopping
2021-06-13,237.36,Education
2021-06-14,289.55,Utilities
2021-06-14,264.05,Shopping
2021-06-14,277.47,Education
2021-06-14,441.75,Healthcare
2021-06-14,343.01,Shopping
2021-06-14,254.01,Investment Return
2021-06-15,76.12,Transport
2021-06-15,222.07,Shopping
2021-06-15,168.76,Entertainment
2021-06-15,482.51,Education
2021-06-15,465.15,Investment Return
2021-06-15,167.34,Transport
2021-06-16,1014.36,Rent
2021-06-16,411.51,Investment Return
2021-06-16,92.99,Utilities
2021-06-17,975.55,Rent
2021-06-17,434.53,Shopping
2021-06-17,966.92,Rent
2021-06-17,49.72,Education
2021-06-17,495.72,Shopping
2021-06-17,260.36,Utilities
2021-06-17,251.05,Utilities
2021-06-18,25.4,Education
2021-06-18,981.32,Rent
2021-06-18,438.35,Investment Return
2021-06-18,924.27,Rent
2021-06-18,198.51,Groceries
2021-06-18,353.84,Entertainment
2021-06-18,84.02,Transport
2021-06-18,191.88,Groceries
2021-06-18,240.57,Utilities
2021-06-18,421.41,Shopping
2021-06-19,62.59,Utilities
2021-06-19,136.68,Transport
2021-06-19,337.25,Entertainment
2021-06-19,241.12,Education
2021-06-20,332.61,Education
2021-06-20,62.51,Transport
2021-06-20,708.4,Investment Return
2021-06-20,180.72,Groceries
2021-06-21,1002.87,Rent
2021-06-21,241.38,Transport
2021-06-21,345.52,Utilities
2021-06-21,454.45,Education
2021-06-21,241.52,Education
2021-06-22,233.93,Healthcare
2021-06-22,343.27,Transport
2021-06-22,177.32,Groceries
2021-06-22,26.46,Education
2021-06-22,132.83,Utilities
2021-06-23,624.4,Investment Return
2021-06-23,1063.63,Rent
2021-06-23,300.45,Healthcare
2021-06-23,350.37,Healthcare
2021-06-23,22.36,Shopping
2021-06-23,1054.02,Rent
2021-06-23,603.03,Investment Return
2021-06-24,180.42,Healthcare
2021-06-24,1044.71,Rent
2021-06-24,1077.79,Rent
2021-06-24,931.76,Rent
2021-06-24,458.2,Entertainment
2021-06-24,40.19,Entertainment
2021-06-25,1031.38,Rent
2021-06-25,408.21,Investment Return
2021-06-25,66.3,Utilities
2021-06-25,62.58,Transport
2021-06-26,208.53,Entertainment
2021-06-26,1849.48,Salary
2021-06-26,187.27,Healthcare
2021-06-26,455.01,Utilities
2021-06-26,450.35,Education
2021-06-26,432.65,Freelance
2021-06-26,472.07,Investment Return
2021-06-26,174.65,Groceries
2021-06-26,496.17,Education
2021-06-26,2090.71,Salary
2021-06-26,340.98,Investment Return
2021-06-27,277.95,Shopping
2021-06-27,462.34,Healthcare
2021-06-27,443.91,Entertainment
2021-06-27,191.04,Healthcare
2021-06-27,228.18,Education
2021-06-27,190.13,Education
2021-06-27,129.44,Utilities
2021-06-27,344.62,Education
2021-06-27,399.22,Utilities
2021-06-27,254.57,Utilities
2021-06-28,1961.33,Salary
2021-06-28,467.79,Investment Return
2021-06-28,426.48,Healthcare
2021-06-28,583.56,Investment Return
2021-06-28,1967.61,Salary
2021-06-28,226.38,Transport
2021-06-29,1925.7,Salary
2021-06-29,2085.33,Salary
2021-06-29,218.13,Groceries
2021-06-29,487.28,Utilities
2021-06-29,1091.86,Rent
2021-06-29,209.36,Healthcare
2021-06-30,1061.52,Rent
2021-06-30,1908.51,Salary
2021-06-30,543.63,Investment Return
2021-06-30,434.32,Education
2021-06-30,396.8,Healthcare
2021-07-01,392.11,Transport
2021-07-01,127.07,Entertainment
2021-07-01,583.3,Investment Return
2021-07-01,64.07,Transport
2021-07-01,178.21,Shopping
2021-07-02,369.06,Transport
2021-07-02,40.22,Healthcare
2021-07-02,2054.78,Salary
2021-07-02,904.85,Rent
2021-07-03,58.28,Shopping
2021-07-03,293.54,Education
2021-07-03,1019.18,Rent
2021-07-03,134.46,Entertainment
2021-07-04,73.84,Healthcare
2021-07-04,400.76,Entertainment
2021-07-04,467.88,Education
2021-07-04,2014.54,Salary
2021-07-04,51.34,Utilities
2021-07-05,392.84,Utilities
2021-07-05,317.92,Entertainment
2021-07-05,351.97,Healthcare
2021-07-05,494.23,Freelance
2021-07-05,341.25,Healthcare
2021-07-05,374.71,Entertainment
2021-07-06,237.83,Utilities
2021-07-06,964.76,Rent
2021-07-06,386.4,Investment Return
2021-07-06,164.17,Education
2021-07-06,957.67,Rent
2021-07-06,116.58,Utilities
2021-07-07,279.28,Healthcare
2021-07-07,65.17,Education
2021-07-07,296.51,Entertainment
2021-07-07,490.29,Transport
2021-07-07,180.7,Utilities
2021-07-07,280.15,Shopping
2021-07-07,217.57,Groceries
2021-07-07,179.17,Shopping
2021-07-07,397.12,Education
2021-07-07,483.35,Education
2021-07-07,976.34,Rent
2021-07-07,144.43,Entertainment
2021-07-08,142.34,Transport
2021-07-08,259.95,Healthcare
2021-07-08,90.51,Entertainment
2021-07-09,99.12,Utilities
2021-07-09,129.83,Shopping
2021-07-09,326.18,Healthcare
2021-07-10,315.2,Entertainment
2021-07-10,1842.66,Salary
2021-07-10,276.74,Investment Return
2021-07-10,468.94,Transport
2021-07-11,425.32,Entertainment
2021-07-11,376.89,Healthcare
2021-07-11,376.19,Utilities
2021-07-11,603.44,Investment Return
2021-07-12,347.41,Transport
2021-07-12,15.66,Transport
2021-07-12,310.12,Shopping
2021-07-13,235.79,Healthcare
2021-07-13,42.93,Healthcare
2021-07-13,1013.05,Rent
2021-07-13,204.9,Groceries
2021-07-13,363.47,Utilities
2021-07-13,627.63,Investment Return
2021-07-13,441.31,Shopping
2021-07-13,2069.01,Salary
2021-07-14,201.48,Healthcare
2021-07-14,412.4,Entertainment
2021-07-15,470.8,Investment Return
2021-07-15,242.27,Utilities
2021-07-15,491.61,Shopping
2021-07-15,18.21,Education
2021-07-15,1982.72,Salary
2021-07-15,281.67,Education
2021-07-16,958.14,Rent
2021-07-16,450.18,Investment Return
2021-07-16,2021.45,Salary
2021-07-16,2012.43,Salary
2021-07-16,160.63,Transport
2021-07-17,17.68,Shopping
2021-07-17,148.79,Transport
2021-07-17,1027.89,Rent
2021-07-17,83.11,Transport
2021-07-17,224.63,Education
2021-07-17,51.27,Entertainment
2021-07-17,473.46,Freelance
2021-07-18,246.58,Groceries
2021-07-18,258.31,Healthcare
2021-07-18,478.44,Utilities
2021-07-19,436.2,Education
2021-07-19,495.9,Education
2021-07-19,1009.87,Rent
2021-07-19,448.34,Shopping
2021-07-19,42.82,Entertainment
2021-07-19,481.19,Investment Return
2021-07-20,314.56,Shopping
2021-07-20,218.11,Groceries
2021-07-21,332.2,Healthcare
2021-07-21,1921.23,Salary
2021-07-21,429.75,Education
2021-07-21,466.87,Utilities
2021-07-21,465.45,Entertainment
2021-07-22,399.74,Education
2021-07-23,439.53,Education
2021-07-23,497.97,Shopping
2021-07-23,206.25,Education
2021-07-23,28.73,Transport
2021-07-23,133.86,Shopping
2021-07-23,261.69,Utilities
2021-07-23,974.05,Rent
2021-07-23,292.21,Healthcare
2021-07-24,1854.02,Salary
2021-07-24,394.21,Healthcare
2021-07-24,497.0,Shopping
2021-07-24,1970.03,Salary
2021-07-24,282.32,Transport
2021-07-25,20.36,Entertainment
2021-07-25,539.17,Freelance
2021-07-25,481.73,Shopping
2021-07-26,14.4,Education
2021-07-26,126.33,Entertainment
2021-07-26,467.63,Shopping
2021-07-26,126.68,Transport
2021-07-27,397.37,Education
2021-07-27,457.89,Education
2021-07-27,178.49,Utilities
2021-07-27,95.69,Shopping
2021-07-27,194.35,Transport
2021-07-27,2039.84,Salary
2021-07-27,194.38,Groceries
2021-07-28,318.81,Utilities
2021-07-28,171.52,Shopping
2021-07-28,1011.68,Rent
2021-07-28,406.7,Freelance
2021-07-28,149.51,Transport
2021-07-28,61.59,Utilities
2021-07-28,329.23,Shopping
2021-07-28,1906.41,Salary
2021-07-28,2062.58,Salary
2021-07-29,217.96,Transport
2021-07-29,205.25,Groceries
2021-07-29,25.21,Education
2021-07-30,12.7,Utilities
2021-07-30,98.53,Utilities
2021-07-30,360.04,Education
2021-07-30,324.99,Healthcare
2021-07-30,1835.04,Salary
2021-07-30,343.49,Utilities
2021-07-31,491.9,Freelance
2021-07-31,144.08,Utilities
2021-07-31,1028.02,Rent
2021-07-31,504.72,Investment Return
2021-07-31,958.19,Rent
2021-07-31,359.2,Education
2021-07-31,513.58,Freelance
2021-08-01,164.18,Healthcare
2021-08-01,987.67,Rent
2021-08-02,199.74,Groceries
2021-08-02,533.71,Freelance
2021-08-02,181.75,Groceries
2021-08-03,278.1,Entertainment
2021-08-03,200.45,Groceries
2021-08-03,352.16,Education
2021-08-03,155.28,Groceries
2021-08-03,411.73,Education
2021-08-03,88.95,Entertainment
2021-08-03,416.62,Education
2021-08-03,164.95,Utilities
2021-08-04,968.88,Rent
2021-08-04,504.04,Investment Return
2021-08-04,1034.01,Rent
2021-08-04,170.88,Utilities
2021-08-04,170.74,Groceries
2021-08-05,250.5,Education
2021-08-05,294.81,Education
2021-08-05,421.25,Freelance
2021-08-05,261.41,Groceries
2021-08-06,183.91,Groceries
2021-08-06,394.53,Shopping
2021-08-06,294.04,Education
2021-08-06,391.41,Education
2021-08-06,520.26,Investment Return
2021-08-07,406.8,Shopping
2021-08-07,391.86,Utilities
2021-08-07,489.0,Transport
2021-08-07,272.98,Healthcare
2021-08-07,933.12,Rent
2021-08-07,305.3,Education
2021-08-08,1039.3,Rent
2021-08-08,213.23,Groceries
2021-08-08,83.35,Entertainment
2021-08-08,189.66,Groceries
2021-08-08,488.21,Utilities
2021-08-08,254.55,Healthcare
2021-08-08,320.31,Shopping
2021-08-08,304.86,Transport
2021-08-09,440.44,Transport
2021-08-09,307.75,Healthcare
2021-08-09,413.41,Utilities
2021-08-09,576.29,Freelance
2021-08-10,177.71,Utilities
2021-08-10,508.98,Freelance
2021-08-10,219.78,Transport
2021-08-10,225.91,Shopping
2021-08-11,158.95,Shopping
2021-08-11,2123.57,Salary
2021-08-11,190.92,Shopping
2021-08-11,130.33,Transport
2021-08-12,983.48,Rent
2021-08-12,222.22,Groceries
2021-08-12,417.45,Shopping
2021-08-12,897.22,Rent
2021-08-12,392.71,Utilities
2021-08-12,367.57,Shopping
2021-08-13,52.99,Education
2021-08-13,466.06,Entertainment
2021-08-13,501.51,Freelance
2021-08-13,419.96,Freelance
2021-08-13,137.28,Utilities
2021-08-14,1056.43,Rent
2021-08-14,462.93,Transport
2021-08-14,243.72,Healthcare
2021-08-14,309.92,Transport
2021-08-14,939.73,Rent
2021-08-14,385.91,Freelance
2021-08-15,232.05,Healthcare
2021-08-16,1900.25,Salary
2021-08-16,126.35,Education
2021-08-16,147.81,Groceries
2021-08-16,458.15,Education
2021-08-17,338.32,Transport
2021-08-17,329.73,Healthcare
2021-08-17,350.78,Transport
2021-08-17,17.88,Education
2021-08-17,1987.07,Salary
2021-08-17,21.54,Healthcare
2021-08-18,540.0,Freelance
2021-08-18,154.16,Shopping
2021-08-18,259.1,Healthcare
2021-08-18,201.18,Utilities
2021-08-18,430.12,Shopping
2021-08-18,703.19,Investment Return
2021-08-18,27.41,Shopping
2021-08-19,213.99,Healthcare
2021-08-19,234.76,Entertainment
2021-08-19,52.92,Education
2021-08-19,269.68,Shopping
2021-08-19,1989.15,Salary
2021-08-19,166.69,Healthcare
2021-08-20,80.39,Utilities
2021-08-20,977.47,Rent
2021-08-20,680.59,Investment Return
2021-08-20,941.92,Rent
2021-08-21,619.0,Freelance
2021-08-21,439.84,Investment Return
2021-08-21,956.2,Rent
2021-08-21,240.1,Entertainment
2021-08-21,247.7,Transport
2021-08-22,167.75,Entertainment
2021-08-22,284.37,Transport
2021-08-22,2011.88,Salary
2021-08-22,234.04,Shopping
2021-08-22,540.27,Investment Return
2021-08-22,170.4,Utilities
2021-08-22,185.62,Groceries
2021-08-22,1922.05,Salary
2021-08-22,231.13,Groceries
2021-08-23,42.25,Entertainment
2021-08-23,972.08,Rent
2021-08-23,299.19,Healthcare
2021-08-23,400.42,Shopping
2021-08-23,444.16,Freelance
2021-08-23,368.05,Education
2021-08-23,205.8,Groceries
2021-08-23,304.75,Transport
2021-08-23,681.69,Freelance
2021-08-23,1051.79,Rent
2021-08-23,221.31,Groceries
2021-08-24,604.98,Investment Return
2021-08-24,235.53,Groceries
2021-08-24,163.23,Education
2021-08-24,325.09,Transport
2021-08-24,399.93,Shopping
2021-08-24,159.11,Healthcare
2021-08-24,101.32,Entertainment
2021-08-24,204.05,Entertainment
2021-08-25,349.2,Utilities
2021-08-25,162.36,Entertainment
2021-08-25,163.83,Utilities
2021-08-25,446.31,Education
2021-08-26,481.91,Investment Return
2021-08-26,405.3,Freelance
2021-08-26,490.66,Transport
2021-08-26,337.54,Entertainment
2021-08-26,280.75,Utilities
2021-08-26,277.82,Healthcare
2021-08-26,224.81,Groceries
2021-08-26,485.09,Freelance
2021-08-26,421.26,Shopping
2021-08-27,267.22,Healthcare
2021-08-27,270.38,Entertainment
2021-08-27,103.25,Healthcare
2021-08-27,1016.66,Rent
2021-08-27,13.43,Shopping
2021-08-27,97.53,Healthcare
2021-08-27,190.19,Entertainment
2021-08-28,232.87,Groceries
2021-08-28,262.85,Groceries
2021-08-28,369.69,Healthcare
2021-08-28,271.41,Utilities
2021-08-28,298.3,Shopping
2021-08-29,132.64,Education
2021-08-29,1001.02,Rent
2021-08-29,239.66,Shopping
2021-08-30,392.95,Healthcare
2021-08-30,235.07,Transport
2021-08-30,395.01,Education
2021-08-30,302.49,Education
2021-08-30,443.81,Investment Return
2021-08-31,221.29,Groceries
2021-08-31,395.11,Education
2021-08-31,433.06,Entertainment
2021-09-01,376.11,Healthcare
2021-09-01,1160.31,Rent
2021-09-01,204.96,Groceries
2021-09-01,21.62,Entertainment
2021-09-01,459.07,Utilities
2021-09-01,572.79,Investment Return
2021-09-02,542.19,Freelance
2021-09-02,607.57,Freelance
2021-09-02,101.71,Utilities
2021-09-02,30.86,Utilities
2021-09-02,214.38,Entertainment
2021-09-02,1024.78,Rent
2021-09-02,143.4,Groceries
2021-09-02,439.8,Entertainment
2021-09-02,251.81,Healthcare
2021-09-02,586.5,Freelance
2021-09-02,460.45,Freelance
2021-09-03,116.52,Utilities
2021-09-03,264.49,Entertainment
2021-09-03,385.15,Freelance
2021-09-03,20.33,Utilities
2021-09-03,1942.99,Salary
2021-09-03,473.93,Education
2021-09-03,2082.79,Salary
2021-09-03,415.61,Shopping
2021-09-03,577.61,Freelance
2021-09-03,410.59,Education
2021-09-04,1062.39,Rent
2021-09-04,312.85,Shopping
2021-09-04,435.06,Shopping
2021-09-05,100.86,Transport
2021-09-05,334.06,Shopping
2021-09-05,291.06,Education
2021-09-05,637.65,Freelance
2021-09-05,226.82,Transport
2021-09-05,180.26,Shopping
2021-09-05,472.88,Transport
2021-09-06,144.47,Education
2021-09-06,408.82,Shopping
2021-09-06,1025.04,Rent
2021-09-06,981.77,Rent
2021-09-06,394.89,Freelance
2021-09-06,476.55,Entertainment
2021-09-07,424.11,Education
2021-09-07,396.56,Education
2021-09-07,463.02,Utilities
2021-09-07,59.28,Entertainment
2021-09-07,225.91,Healthcare
2021-09-08,443.19,Shopping
2021-09-08,412.84,Freelance
2021-09-08,48.25,Entertainment
2021-09-08,263.04,Transport
2021-09-08,301.46,Healthcare
2021-09-08,493.48,Freelance
2021-09-09,449.72,Entertainment
2021-09-09,2060.49,Salary
2021-09-09,253.67,Transport
2021-09-09,581.49,Freelance
2021-09-09,492.06,Utilities
2021-09-10,476.88,Education
2021-09-10,286.12,Groceries
2021-09-10,238.0,Healthcare
2021-09-10,468.38,Utilities
2021-09-10,978.93,Rent
2021-09-10,1057.74,Rent
2021-09-10,2088.55,Salary
2021-09-10,731.37,Investment Return
2021-09-11,273.44,Utilities
2021-09-11,2040.79,Salary
2021-09-11,200.34,Groceries
2021-09-11,1030.0,Rent
2021-09-12,368.43,Education
2021-09-12,299.02,Shopping
2021-09-12,258.35,Healthcare
2021-09-12,412.88,Healthcare
2021-09-12,211.91,Entertainment
2021-09-12,201.72,Healthcare
2021-09-13,261.34,Education
2021-09-13,494.65,Investment Return
2021-09-13,126.75,Healthcare
2021-09-13,279.54,Education
2021-09-13,266.37,Shopping
2021-09-13,627.53,Investment Return
2021-09-13,959.27,Rent
2021-09-13,332.18,Transport
2021-09-13,1005.58,Rent
2021-09-13,173.84,Groceries
2021-09-13,562.31,Investment Return
2021-09-14,266.66,Groceries
2021-09-14,267.27,Healthcare
2021-09-14,915.23,Rent
2021-09-14,166.16,Groceries
2021-09-15,248.66,Groceries
2021-09-15,1059.16,Rent
2021-09-15,86.31,Entertainment
2021-09-15,264.14,Groceries
2021-09-16,246.87,Education
2021-09-16,461.48,Education
2021-09-16,148.27,Entertainment
2021-09-16,194.17,Groceries
2021-09-16,1061.54,Rent
2021-09-16,432.17,Entertainment
2021-09-16,1020.34,Rent
2021-09-16,384.74,Investment Return
2021-09-16,378.1,Shopping
2021-09-16,58.57,Utilities
2021-09-17,676.4,Investment Return
2021-09-17,967.34,Rent
2021-09-17,431.04,Utilities
2021-09-17,139.39,Utilities
2021-09-17,206.47,Healthcare
2021-09-17,218.37,Healthcare
2021-09-18,520.73,Investment Return
2021-09-18,27.68,Healthcare
2021-09-18,346.42,Healthcare
2021-09-18,74.92,Utilities
2021-09-18,471.07,Transport
2021-09-18,449.91,Entertainment
2021-09-19,236.18,Groceries
2021-09-19,386.61,Shopping
2021-09-19,330.5,Entertainment
2021-09-20,79.35,Utilities
2021-09-20,466.2,Transport
2021-09-20,48.11,Transport
2021-09-20,218.19,Groceries
2021-09-20,439.37,Healthcare
2021-09-20,2216.17,Salary
2021-09-20,305.39,Healthcare
2021-09-20,165.6,Shopping
2021-09-21,356.33,Entertainment
2021-09-21,951.75,Rent
2021-09-21,535.24,Investment Return
